CUPS;PERIODO;POTENCIA CONTRATADA (kW)
ES0339001000078038QX;1;3,45
ES0339001000078039QB;1;1,15
ES0339001000078048QC;1;2,43
ES0339001000078050QE;1;4,6
ES0339001000078052VR;1;2,3
ES0339001000078053VW;1;6,9
ES0339001000078054VA;1;4,6
ES0339001000078056VM;1;3,45
ES0339001000078058VF;1;10,39
ES0339001000078059VP;1;45
ES0339001000078059VP;2;45
ES0339001000078059VP;3;45
ES0339001000078060VD;1;4,6
ES0339001000078062VB;1;4,6
ES0339001000078065VZ;1;3,45
ES0339001000078066VS;1;1,15
ES0339001000078068VV;1;4,6
ES0339001000078069VH;1;3,45
ES0339001000078070VL;1;3,45
ES0339001000078071VC;1;3,45
ES0339001000078072VK;1;3,45
ES0339001000078073VE;1;13,85
ES0339001000078074HT;1;3,45
ES0339001000078075HR;1;4,6
ES0339001000078077HA;1;4,6
ES0339001000078078HG;1;3,45
ES0339001000078079HM;1;3,45
ES0339001000078080HY;1;10,39
ES0339001000078082HP;1;4,6
ES0339001000078083HD;1;3,46
ES0339001000078085HB;1;3,45
ES0339001000078086HN;1;1,15
ES0339001000078087HJ;1;4,6
ES0339001000078089HS;1;4,6
ES0339001000078092HH;1;3,45
ES0339001000078093HL;1;3,45
ES0339001000078094HC;1;4,6
ES0339001000079000NY;1;4,6
ES0339001000079001NF;1;3,45
ES0339001000079002NP;1;4,6
ES0339001000079003ND;1;3,45
ES0339001000079004NX;1;2,3
ES0339001000079005NB;1;4,6
ES0339001000079006NN;1;4,6
ES0339001000079008NZ;1;2,3
ES0339001000079009NS;1;6,9
ES0339001000079010NQ;1;3,45
ES0339001000079011NV;1;2,3
ES0339001000079012NH;1;4,6
ES0339001000079013NL;1;15,01
ES0339001000079013NL;2;15,01
ES0339001000079013NL;3;15,01
ES0339001000079014NC;1;3,45
ES0339001000079015NK;1;4,6
ES0339001000079016NE;1;4,6
ES0339001000079017JT;1;2,3
ES0339001000079018JR;1;2,3
ES0339001000079019JW;1;5,19
ES0339001000079020JA;1;3,45
ES0339001000079021JG;1;4,6
ES0339001000079022JM;1;6,92
ES0339001000079023JY;1;3,45
ES0339001000079023JY;2;3,45
ES0339001000079025JP;1;4,6
ES0339001000079026JD;1;3,45
ES0339001000079028JB;1;3,45
ES0339001000079029JN;1;2,3
ES0339001000079030JJ;1;2,3
ES0339001000079031JZ;1;2,3
ES0339001000079032JS;1;2,3
ES0339001000079033JQ;1;5,19
ES0339001000079034JV;1;3,45
ES0339001000079035JH;1;4,6
ES0339001000079035JH;2;4,6
ES0339001000079039JE;1;5,75
ES0339001000079040ZT;1;2,3
ES0339001000079046ZY;1;3,45
ES0339001000079047ZF;1;3,45
ES0339001000079048ZP;1;3,45
ES0339001000079049ZD;1;4,6
ES0339001000079051ZB;1;4,6
ES0339001000079052ZN;1;10,39
ES0339001000079053ZJ;1;3,46
ES0339001000079053ZJ;2;3,46
ES0339001000079054ZZ;1;2,07
ES0339001000079055ZS;1;6,92
ES0339001000079056ZQ;1;13,85
ES0339001000079057ZV;1;3,45
ES0339001000079061ZK;1;13,85
ES0339001000079069SY;1;3,45
ES0339001000079071SP;1;3,45
ES0339001000079072SD;1;10,39
ES0339001000079073SX;1;5,19
ES0339001000079073SX;2;5,19
ES0339001000079074SB;1;6,92
ES0339001000079074SB;2;6,92
ES0339001000079075SN;1;15,1
ES0339001000079075SN;2;15,1
ES0339001000079075SN;3;15,1
ES0339001000079076SJ;1;5,19
ES0339001000079076SJ;2;5,19
ES0339001000079077SZ;1;3,46
ES0339001000079077SZ;2;3,46
ES0339001000079079SQ;1;3,45
ES0339001000079082SL;1;3,45
ES0339001000079083SC;1;4,6
ES0339001000079084SK;1;1,15
ES0339001000079085SE;1;10,39
ES0339001000079086QT;1;5,75
ES0339001000079087QR;1;5,75
ES0339001000079088QW;1;4,6
ES0339001000079089QA;1;6,92
ES0339001000079090QG;1;2,3
ES0339001000079091QM;1;3,45
ES0339001000079092QY;1;6,9
ES0339001000079093QF;1;6,9
ES0339001000079094QP;1;3,45
ES0339001000079095QD;1;4,6
ES0339001000079096QX;1;4,6
ES0339001000079097QB;1;10,39
ES0339001000079097QB;2;10,39
ES0339001000079098QN;1;4,6
ES0339001000079099QJ;1;4,6
ES0339001000079101QS;1;5,19
ES0339001000079101QS;2;5,19
ES0339001000079102QQ;1;3,45
ES0339001000079103QV;1;3,45
ES0339001000079104QH;1;4,6
ES0339001000079105QL;1;4,6
ES0339001000079106QC;1;3,45
ES0339001000079107QK;1;4,6
ES0339001000079108QE;1;4,6
ES0339001000079109VT;1;6,92
ES0339001000080000DV;1;4,6
ES0339001000080001DH;1;5,75
ES0339001000080002DL;1;1,15
ES0339001000080003DC;1;3,45
ES0339001000080005DE;1;45
ES0339001000080005DE;2;45
ES0339001000080005DE;3;45
ES0339001000080006XT;1;3,45
ES0339001000080007XR;1;3,45
ES0339001000080008XW;1;2,3
ES0339001000080009XA;1;4,6
ES0339001000080011XM;1;3,45
ES0339001000080014XP;1;6,93
ES0339001000080015XD;1;4,6
ES0339001000080016XX;1;1,15
ES0339001000080017XB;1;5,75
ES0339001000080018XN;1;3,45
ES0339001000080019XJ;1;4,6
ES0339001000080021XS;1;2,3
ES0339001000080022XQ;1;4,6
ES0339001000080025XL;1;2,3
ES0339001000080026XC;1;20,78
ES0339001000080026XC;2;20,78
ES0339001000080026XC;3;20,78
ES0339001000080027XK;1;3,45
ES0339001000080029BT;1;4,6
ES0339001000080031BW;1;3,45
ES0339001000080032BA;1;3,45
ES0339001000080033BG;1;4,6
ES0339001000080035BY;1;2,3
ES0339001000080038BD;1;13,86
ES0339001000080040BB;1;6,9
ES0339001000080042BJ;1;3,46
ES0339001000080042BJ;2;3,46
ES0339001000080045BQ;1;6,93
ES0339001000080045BQ;2;6,93
ES0339001000080047BH;1;50
ES0339001000080047BH;2;50
ES0339001000080047BH;3;50
ES0339001000080048BL;1;46,25
ES0339001000080048BL;2;46,25
ES0339001000080048BL;3;46,25
ES0339001000080050BK;1;3,45
ES0339001000080051BE;1;15,01
ES0339001000080051BE;2;15,01
ES0339001000080051BE;3;15,01
ES0339001000080052NT;1;4,6
ES0339001000080053NR;1;3,46
ES0339001000080054NW;1;5,19
ES0339001000080054NW;2;5,19
ES0339001000080055NA;1;3,45
ES0339001000080066NZ;1;4,6
ES0339001000080067NS;1;2,3
ES0339001000080070NH;1;5,19
ES0339001000080070NH;2;5,19
ES0339001000080071NL;1;3,45
ES0339001000080072NC;1;4,6
ES0339001000080073NK;1;3,45
ES0339001000080075JT;1;3,45
ES0339001000080076JR;1;4,6
ES0339001000080077JW;1;3,45
ES0339001000080078JA;1;5,19
ES0339001000080079JG;1;3,45
ES0339001000080080JM;1;4,6
ES0339001000080081JY;1;3,45
ES0339001000080082JF;1;2,3
ES0339001000080083JP;1;3,45
ES0339001000080084JD;1;1,15
ES0339001000080085JX;1;3,45
ES0339001000080086JB;1;2,3
ES0339001000080087JN;1;3,45
ES0339001000080088JJ;1;4,6
ES0339001000080089JZ;1;3,45
ES0339001000080090JS;1;4,6
ES0339001000080091JQ;1;6,92
ES0339001000080092JV;1;4,6
ES0339001000080093JH;1;10,35
ES0339001000080094JL;1;4,6
ES0339001000080095JC;1;3,45
ES0339001000080096JK;1;3,45
ES0339001000080098ZT;1;5,75
ES0339001000080099ZR;1;3,45
ES0339001000080100ZW;1;2,3
ES0339001000080101ZA;1;4,6
ES0339001000080102ZG;1;4,6
ES0339001000080103ZM;1;4,6
ES0339001000080104ZY;1;4,6
ES0339001000080105ZF;1;4,6
ES0339001000080106ZP;1;3,45
ES0339001000080107ZD;1;2,07
ES0339001000080108ZX;1;2,3
ES0339001000080109ZB;1;5,19
ES0339001000080110ZN;1;3,45
ES0339001000080111ZJ;1;3,45
ES0339001000080112ZZ;1;6,92
ES0339001000080113ZS;1;2,3
ES0339001000080114ZQ;1;3,45
ES0339001000080115ZV;1;3,45
ES0339001000080116ZH;1;3,45
ES0339001000080117ZL;1;4,6
ES0339001000080118ZC;1;6,92
ES0339001000080119ZK;1;4,6
ES0339001000080121ST;1;3,45
ES0339001000080122SR;1;3,45
ES0339001000080123SW;1;1,15
ES0339001000080124SA;1;4,6
ES0339001000080125SG;1;3,45
ES0339001000080126SM;1;3,45
ES0339001000080127SY;1;3,45
ES0339001000080128SF;1;4,6
ES0339001000081000FM;1;15,01
ES0339001000081000FM;2;15,01
ES0339001000081000FM;3;15,01
ES0339001000081001FY;1;4,6
ES0339001000081003FP;1;3,45
ES0339001000081004FD;1;4,6
ES0339001000081005FX;1;3,45
ES0339001000081006FB;1;1,15
ES0339001000081007FN;1;3,45
ES0339001000081008FJ;1;4,6
ES0339001000081010FS;1;3,46
ES0339001000081011FQ;1;6,92
ES0339001000081012FV;1;3,46
ES0339001000081013FH;1;4,6
ES0339001000081014FL;1;3,45
ES0339001000081015FC;1;3,45
ES0339001000081016FK;1;9,2
ES0339001000081017FE;1;3,45
ES0339001000081018PT;1;3,46
ES0339001000081021PA;1;3,46
ES0339001000081022PG;1;5,19
ES0339001000081023PM;1;6,9
ES0339001000081024PY;1;4,6
ES0339001000081025PF;1;5,19
ES0339001000081025PF;2;5,19
ES0339001000081026PP;1;3,45
ES0339001000081026PP;2;3,45
ES0339001000081030PN;1;3,45
ES0339001000081031PJ;1;4,6
ES0339001000081036PH;1;6,92
ES0339001000081036PH;2;6,92
ES0339001000081038PC;1;4,6
ES0339001000081039PK;1;4,6
ES0339001000081040PE;1;5,19
ES0339001000081041DT;1;3,45
ES0339001000081042DR;1;6,92
ES0339001000081043DW;1;3,45
ES0339001000081044DA;1;3,46
ES0339001000081059DH;1;3,45
ES0339001000081061DC;1;3,45
ES0339001000081063DE;1;4,6
ES0339001000081064XT;1;5,19
ES0339001000081065XR;1;3,45
ES0339001000081066XW;1;5,19
ES0339001000081067XA;1;5,75
ES0339001000081069XM;1;6,92
ES0339001000081069XM;2;6,92
ES0339001000081071XF;1;3,45
ES0339001000081072XP;1;3,45
ES0339001000081073XD;1;4,6
ES0339001000081074XX;1;5,19
ES0339001000081075XB;1;3,45
ES0339001000081076XN;1;3,45
ES0339001000081078XZ;1;4,6
ES0339001000081079XS;1;1,15
ES0339001000081080XQ;1;4,6
ES0339001000081081XV;1;3,45
ES0339001000081083XL;1;10,39
ES0339001000081084XC;1;1,15
ES0339001000081085XK;1;15,1
ES0339001000081085XK;2;15,1
ES0339001000081085XK;3;15,1
ES0339001000081086XE;1;6,92
ES0339001000081087BT;1;25
ES0339001000081087BT;2;25
ES0339001000081087BT;3;25
ES0339001000081088BR;1;4,6
ES0339001000081089BW;1;2,3
ES0339001000081091BG;1;4,6
ES0339002000075049MP;1;3,45
ES0339002000075050MD;1;5,75
ES0339002000075051MX;1;2,3
ES0339002000075052MB;1;3,45
ES0339002000075053MN;1;6,92
ES0339002000075054MJ;1;3,45
ES0339002000075058MV;1;3,45
ES0339002000075061MC;1;3,45
ES0339002000075062MK;1;2,3
ES0339002000075064YT;1;4,6
ES0339002000075065YR;1;4,6
ES0339002000075066YW;1;3,45
ES0339002000075067YA;1;3,45
ES0339002000075068YG;1;3,45
ES0339002000075070YY;1;4,6
ES0339002000075071YF;1;4,6
ES0339002000075072YP;1;2,3
ES0339002000075074YX;1;4,6
ES0339002000075075YB;1;10,39
ES0339002000075076YN;1;2,07
ES0339002000075079YS;1;2,08
ES0339002000075080YQ;1;4,6
ES0339002000076000TQ;1;4,6
ES0339002000076001TV;1;4,6
ES0339002000076002TH;1;4,6
ES0339002000076003TL;1;3,45
ES0339002000076005TK;1;13,86
ES0339002000076006TE;1;4,6
ES0339002000076007RT;1;5,75
ES0339002000076008RR;1;4,6
ES0339002000076009RW;1;2,3
ES0339002000076010RA;1;5,75
ES0339002000076012RM;1;4,6
ES0339002000076014RF;1;5,75
ES0339002000076017RX;1;4,6
ES0339002000076018RB;1;4,6
ES0339002000076019RN;1;5,19
ES0339002000076021RZ;1;6,92
ES0339002000076022RS;1;6,92
ES0339002000076026RL;1;6,9
ES0339002000076027RC;1;2,3
ES0339002000076029RE;1;3,45
ES0339002000076030WT;1;3,45
ES0339002000076031WR;1;6,93
ES0339002000076034WG;1;4,6
ES0339002000076036WY;1;3,45
ES0339002000076038WP;1;4,6
ES0339002000076040WX;1;4,6
ES0339002000076043WJ;1;4,6
ES0339002000076044WZ;1;4,6
ES0339002000076045WS;1;4,6
ES0339002000076046WQ;1;3,45
ES0339002000076047WV;1;4,6
ES0339002000076048WH;1;4,6
ES0339002000076051WK;1;4,6
ES0339002000076053AT;1;2,3
ES0339002000076055AW;1;4,6
ES0339002000076056AA;1;2,3
ES0339002000076057AG;1;3,45
ES0339002000076058AM;1;3,45
ES0339002000076060AF;1;4,6
ES0339002000076061AP;1;4,6
ES0339002000076062AD;1;5,75
ES0339002000076063AX;1;2,3
ES0339002000076064AB;1;4,6
ES0339002000076067AZ;1;4,6
ES0339002000076068AS;1;4,6
ES0339002000076069AQ;1;5,19
ES0339002000076071AH;1;3,45
ES0339002000076074AK;1;5,75
ES0339002000076075AE;1;4,6
ES0339002000076076GT;1;4,6
ES0339002000076077GR;1;6,92
ES0339002000076080GG;1;5,75
ES0339002000076084GP;1;2,3
ES0339002000076085GD;1;1,15
ES0339002000076086GX;1;4,6
ES0339002000076087GB;1;4,6
ES0339002000077001KM;1;30
ES0339002000077001KM;2;30
ES0339002000077001KM;3;30
ES0339002000077002KY;1;4,6
ES0339002000077004KP;1;3,45
ES0339002000077005KD;1;4,6
ES0339002000077006KX;1;1,15
ES0339002000077007KB;1;4,6
ES0339002000077008KN;1;4,6
ES0339002000077009KJ;1;4,6
ES0339002000077010KZ;1;3,45
ES0339002000077012KQ;1;4,6
ES0339002000077013KV;1;5,75
ES0339002000077015KL;1;5,75
ES0339002000077017KK;1;4,6
ES0339002000077018KE;1;6,92
ES0339002000077019ET;1;3,45
ES0339002000077022EA;1;15,01
ES0339002000077022EA;2;15,01
ES0339002000077022EA;3;15,01
ES0339002000077023EG;1;6,92
ES0339002000077024EM;1;4,6
ES0339002000077025EY;1;4,6
ES0339002000077026EF;1;13,85
ES0339002000077030EB;1;6,93
ES0339002000077031EN;1;6,92
ES0339002000077032EJ;1;5,75
ES0339002000078000HS;1;4,6
ES0339002000078001HQ;1;14,49
ES0339002000078004HL;1;4,6
ES0339002000078006HK;1;4,6
ES0339002000078007HE;1;2,3
ES0339002000078010LW;1;4,6
ES0339002000078011LA;1;6,92
ES0339002000078014LY;1;4,6
ES0339002000078017LD;1;3,45
ES0339002000078018LX;1;5,75
ES0339002000078020LN;1;3,45
ES0339002000078021LJ;1;4,6
ES0339002000078022LZ;1;10,39
ES0339002000078023LS;1;4,6
ES0339002000078024LQ;1;3,45
ES0339002000078026LH;1;4,6
ES0339002000078027LL;1;15,01
ES0339002000078027LL;2;15,01
ES0339002000078027LL;3;15,01
ES0339002000078028LC;1;4,6
ES0339002000078029LK;1;4,6
ES0339002000078030LE;1;4,6
ES0339002000079000QA;1;5,75
ES0339002000079001QG;1;13,85
ES0339002000079003QY;1;5,75
ES0339002000079004QF;1;5,75
ES0339002000079006QD;1;3,45
ES0339002000079007QX;1;6,9
ES0339002000079010QJ;1;10,39
ES0339002000079011QZ;1;6,92
ES0339002000079011QZ;2;6,92
ES0339002000079012QS;1;3,46
ES0339002000079012QS;2;3,46
ES0339002000079013QQ;1;5,19
ES0339002000079013QQ;2;5,19
ES0339002000079014QV;1;10,39
ES0339002000079014QV;2;10,39
ES0339002000079015QH;1;4,6
ES0339002000079016QL;1;3,45
ES0339002000079017QC;1;4,6
ES0339002000079019QE;1;4,6
ES0339002000079021VR;1;3,45
ES0339002000079023VA;1;3,45
ES0339002000079024VG;1;4,6
ES0339002000079027VF;1;3,45
ES0339002000079028VP;1;4,6
ES0339002000079029VD;1;3,45
ES0339002000079030VX;1;3,45
ES0339002000079031VB;1;3,45
ES0339002000079033VJ;1;2,3
ES0339002000079034VZ;1;4,6
ES0339002000079035VS;1;5,75
ES0339002000079036VQ;1;4,6
ES0339002000079038VH;1;4,6
ES0339002000079039VL;1;2,3
ES0339002000079040VC;1;2,3
ES0339002000079044HR;1;9,2
ES0339002000079044HR;2;9,2
ES0339002000079046HA;1;4,6
ES0339002000079047HG;1;3,45
ES0339002000079049HY;1;2,3
ES0339002000079050HF;1;3,45
ES0339002000079052HD;1;3,45
ES0339002000079053HX;1;4,6
ES0339002000079054HB;1;4,6
ES0339002000079055HN;1;3,45
ES0339002000080000JZ;1;3,45
ES0339002000080001JS;1;3,45
ES0339002000080002JQ;1;3,45
ES0339002000080003JV;1;3,45
ES0339002000080004JH;1;3,45
ES0339002000080005JL;1;3,46
ES0339002000080006JC;1;8,05
ES0339002000080007JK;1;34,64
ES0339002000080007JK;2;34,64
ES0339002000080007JK;3;34,64
ES0339002000080008JE;1;4,6
ES0339002000080009ZT;1;2,3
ES0339002000080012ZA;1;4,6
ES0339002000080013ZG;1;2,3
ES0339002000080014ZM;1;4,6
ES0339002000080015ZY;1;2,3
ES0339002000080017ZP;1;3,45
ES0339002000080018ZD;1;5,75
ES0339002000080020ZB;1;2,3
ES0339002000080021ZN;1;5,19
ES0339002000080023ZZ;1;3,45
ES0339002000080024ZS;1;3,45
ES0339002000080026ZV;1;5,75
ES0339002000080028ZL;1;4,6
ES0339002000080029ZC;1;3,45
ES0339002000080031ZE;1;3,45
ES0339002000080032ST;1;4,6
ES0339002000080033SR;1;2,3
ES0339002000080034SW;1;4,6
ES0339002000080035SA;1;3,45
ES0339002000080037SM;1;3,45
ES0339002000080038SY;1;3,45
ES0339002000080039SF;1;3,45
ES0339002000080040SP;1;6,92
ES0339002000080041SD;1;4,6
ES0339002000080042SX;1;3,46
ES0339002000080043SB;1;3,45
ES0339002000080044SN;1;3,45
ES0339002000080045SJ;1;4,6
ES0339002000080046SZ;1;3,45
ES0339002000080047SS;1;2,43
ES0339002000080048SQ;1;3,45
ES0339002000080049SV;1;2,07
ES0339002000080050SH;1;3,45
ES0339002000080051SL;1;2,3
ES0339002000080052SC;1;4,6
ES0339002000081000BW;1;4,6
ES0339002000081000BW;2;4,6
ES0339002000081002BG;1;6,92
ES0339002000081003BM;1;5,75
ES0339002000081004BY;1;4,6
ES0339002000081005BF;1;4,6
ES0339002000081006BP;1;3,45
ES0339002000081007BD;1;3,45
ES0339002000081008BX;1;5,19
ES0339002000081009BB;1;3,45
ES0339002000081009BB;2;3,45
ES0339002000081010BN;1;22,1
ES0339002000081010BN;2;22,1
ES0339002000081010BN;3;22,1
ES0339002000081012BZ;1;3,45
ES0339002000081014BQ;1;10,39
ES0339002000081015BV;1;4,6
ES0339002000081016BH;1;3,45
ES0339002000081018BC;1;3,45
ES0339002000081019BK;1;3,45
ES0339003000075084XV;1;10,39
ES0339003000075086XL;1;3,4
ES0339003000075087XC;1;10,39
ES0339003000075087XC;2;10,39
ES0339003000075089XE;1;3,45
ES0339003000075089XE;2;3,45
ES0339003000075093BA;1;4,6
ES0339003000075093BA;2;4,6
ES0339003000075094BG;1;5,75
ES0339003000075095BM;1;3,45
ES0339003000075096BY;1;4,6
ES0339003000075097BF;1;20
ES0339003000075097BF;2;20
ES0339003000075097BF;3;20
ES0339003000075098BP;1;2,43
ES0339003000075099BD;1;4,6
ES0339003000075100BX;1;3,45
ES0339003000075101BB;1;4,6
ES0339003000075102BN;1;4,6
ES0339003000075103BJ;1;4,6
ES0339003000075104BZ;1;5,75
ES0339003000075105BS;1;13,85
ES0339003000075106BQ;1;2,3
ES0339003000075107BV;1;3,46
ES0339003000075108BH;1;4,6
ES0339003000075110BC;1;4,6
ES0339003000075111BK;1;5,75
ES0339003000075111BK;2;5,75
ES0339003000075112BE;1;3,45
ES0339003000075113NT;1;4,6
ES0339003000075114NR;1;5,19
ES0339003000075116NA;1;4,6
ES0339003000075117NG;1;4,6
ES0339003000075118NM;1;3,45
ES0339003000075118NM;2;3,45
ES0339003000075119NY;1;5,75
ES0339003000075121NP;1;3,45
ES0339003000075122ND;1;4,6
ES0339003000075123NX;1;4,6
ES0339003000075125NN;1;4,6
ES0339003000075126NJ;1;4,6
ES0339003000075127NZ;1;4,6
ES0339003000075128NS;1;4,6
ES0339003000075129NQ;1;3,45
ES0339003000075130NV;1;3,45
ES0339003000075132NL;1;4,6
ES0339003000075133NC;1;3,45
ES0339003000075138JW;1;4,6
ES0339003000075139JA;1;4,6
ES0339003000075140JG;1;5,75
ES0339003000075141JM;1;4,6
ES0339003000075142JY;1;4,6
ES0339003000075143JF;1;3,45
ES0339003000076000GJ;1;3,45
ES0339003000076001GZ;1;5,75
ES0339003000076002GS;1;3,45
ES0339003000076003GQ;1;6,92
ES0339003000076006GL;1;4,6
ES0339003000076007GC;1;4,6
ES0339003000076008GK;1;6,92
ES0339003000076009GE;1;4,6
ES0339003000076010MT;1;4,6
ES0339003000076011MR;1;20,78
ES0339003000076011MR;2;20,78
ES0339003000076011MR;3;20,78
ES0339003000076012MW;1;4,6
ES0339003000076013MA;1;3,45
ES0339003000076014MG;1;4,6
ES0339003000076015MM;1;4,6
ES0339003000076016MY;1;6,9
ES0339003000076017MF;1;4,6
ES0339003000076020MX;1;3,45
ES0339003000076021MB;1;4,6
ES0339003000076022MN;1;4,6
ES0339003000076023MJ;1;6,9
ES0339003000076024MZ;1;4,6
ES0339003000076025MS;1;4,6
ES0339003000076026MQ;1;3,45
ES0339003000076027MV;1;3,45
ES0339003000076028MH;1;3,45
ES0339003000076030MC;1;3,45
ES0339003000076031MK;1;4,6
ES0339003000076032ME;1;4,6
ES0339003000076033YT;1;4,6
ES0339003000076034YR;1;4,6
ES0339003000076036YA;1;3,45
ES0339003000076037YG;1;4,6
ES0339003000076037YG;2;4,6
ES0339003000076038YM;1;6,92
ES0339003000076040YF;1;4,6
ES0339003000076041YP;1;5,19
ES0339003000076042YD;1;4,6
ES0339003000076043YX;1;4,6
ES0339003000076044YB;1;4,6
ES0339003000076045YN;1;5,75
ES0339003000076046YJ;1;4,6
ES0339003000076047YZ;1;4,6
ES0339003000076048YS;1;4,6
ES0339003000076049YQ;1;3,46
ES0339003000076050YV;1;4,6
ES0339003000076051YH;1;3,45
ES0339003000076052YL;1;4,6
ES0339003000076053YC;1;4,6
ES0339003000076054YK;1;2,3
ES0339003000076055YE;1;10,39
ES0339003000076056FT;1;5,75
ES0339003000076057FR;1;4,6
ES0339003000076057FR;2;4,6
ES0339003000076058FW;1;4,6
ES0339003000076059FA;1;4,6
ES0339003000076060FG;1;3,45
ES0339003000076061FM;1;4,6
ES0339003000076062FY;1;3,46
ES0339003000077001WW;1;3,45
ES0339003000077002WA;1;2,3
ES0339003000077003WG;1;4,6
ES0339003000077004WM;1;4,6
ES0339003000077005WY;1;3,45
ES0339003000077006WF;1;2,3
ES0339003000077007WP;1;4,6
ES0339003000077008WD;1;15,01
ES0339003000077008WD;2;15,01
ES0339003000077008WD;3;15,01
ES0339003000077009WX;1;4,6
ES0339003000077010WB;1;6,9
ES0339003000077011WN;1;4,6
ES0339003000077012WJ;1;3,45
ES0339003000077013WZ;1;6,9
ES0339003000077014WS;1;5,75
ES0339003000077015WQ;1;4,6
ES0339003000077016WV;1;3,45
ES0339003000077018WL;1;4,6
ES0339003000077019WC;1;5,75
ES0339003000077020WK;1;4,6
ES0339003000077021WE;1;5,75
ES0339003000077022AT;1;4,6
ES0339003000077023AR;1;2,3
ES0339003000077024AW;1;4,6
ES0339003000077025AA;1;10,39
ES0339003000077025AA;2;10,39
ES0339003000077026AG;1;4,6
ES0339003000077027AM;1;1,15
ES0339003000077028AY;1;2,3
ES0339003000077030AP;1;3,45
ES0339003000077031AD;1;20,78
ES0339003000077031AD;2;20,78
ES0339003000077031AD;3;20,78
ES0339003000077034AN;1;5,75
ES0339003000077035AJ;1;4,6
ES0339003000077036AZ;1;5,19
ES0339003000077037AS;1;4,6
ES0339003000078000EN;1;5,75
ES0339003000078001EJ;1;4,6
ES0339003000078002EZ;1;4,6
ES0339003000078003ES;1;5,19
ES0339003000078004EQ;1;4,6
ES0339003000078005EV;1;5,75
ES0339003000078006EH;1;6,92
ES0339003000078007EL;1;1,15
ES0339003000078008EC;1;6,9
ES0339003000078009EK;1;3,45
ES0339003000078010EE;1;3,45
ES0339003000078011TT;1;5,19
ES0339003000078012TR;1;4,6
ES0339003000078013TW;1;3,45
ES0339003000078018TF;1;4,6
ES0339003000078019TP;1;4,6
ES0339003000078021TX;1;4,6
ES0339003000078022TB;1;2,3
ES0339003000078023TN;1;4,6
ES0339003000078024TJ;1;3,45
ES0339003000078026TS;1;17,32
ES0339003000078026TS;2;17,32
ES0339003000078026TS;3;17,32
ES0339003000078027TQ;1;4,6
ES0339003000079001CR;1;4,6
ES0339003000079003CA;1;15,01
ES0339003000079003CA;2;15,01
ES0339003000079003CA;3;15,01
ES0339003000079004CG;1;5,75
ES0339003000079005CM;1;5,75
ES0339003000079006CY;1;5,2
ES0339003000079007CF;1;5,75
ES0339003000079008CP;1;5,75
ES0339003000079011CB;1;35
ES0339003000079011CB;2;35
ES0339003000079011CB;3;35
ES0339003000079012CN;1;3,46
ES0339003000079012CN;2;3,46
ES0339003000079013CJ;1;4,6
ES0339003000079014CZ;1;1,15
ES0339003000079015CS;1;6,92
ES0339003000079016CQ;1;4,6
ES0339003000079017CV;1;4,6
ES0339003000079019CL;1;3,45
ES0339003000079022CE;1;2,3
ES0339003000079023KT;1;4,6
ES0339003000080000VB;1;4,6
ES0339003000080001VN;1;3,45
ES0339003000080001VN;2;3,45
ES0339003000080002VJ;1;4,6
ES0339003000080003VZ;1;4,6
ES0339003000080004VS;1;15,01
ES0339003000080004VS;2;15,01
ES0339003000080004VS;3;15,01
ES0339003000080006VV;1;4,6
ES0339003000080007VH;1;6,9
ES0339003000080008VL;1;6,92
ES0339003000080008VL;2;6,92
ES0339003000080009VC;1;4,6
ES0339003000080010VK;1;4,6
ES0339003000080011VE;1;4,6
ES0339003000080014HW;1;5,75
ES0339003000080015HA;1;4,6
ES0339003000080021HD;1;5,2
ES0339003000080022HX;1;4,6
ES0339003000080023HB;1;4,6
ES0339003000080024HN;1;3,45
ES0339003000080025HJ;1;3,45
ES0339003000080026HZ;1;5,75
ES0339003000080028HQ;1;4,6
ES0339003000080029HV;1;3,45
ES0339003000080030HH;1;3,45
ES0339003000080031HL;1;2,3
ES0339003000080032HC;1;4,6
ES0339003000080034HE;1;4,6
ES0339003000080035LT;1;4,6
ES0339003000080036LR;1;2,3
ES0339003000080037LW;1;4,6
ES0339003000081000ZE;1;4,6
ES0339003000081001ST;1;4,6
ES0339003000081002SR;1;5,75
ES0339003000081003SW;1;4,6
ES0339003000081004SA;1;4,6
ES0339003000081005SG;1;4,6
ES0339003000081008SF;1;5,75
ES0339003000081009SP;1;17,32
ES0339003000081009SP;2;17,32
ES0339003000081009SP;3;17,32
ES0339003000081012SB;1;5,75
ES0339003000081013SN;1;2,3
ES0339004000075060JJ;1;4,6
ES0339004000075062JS;1;4,6
ES0339004000075063JQ;1;4,6
ES0339004000075065JH;1;2,3
ES0339004000075068JK;1;2,3
ES0339004000075069JE;1;4,6
ES0339004000075071ZR;1;2,3
ES0339004000075072ZW;1;4,6
ES0339004000075074ZG;1;3,45
ES0339004000075075ZM;1;4,6
ES0339004000075075ZM;2;4,6
ES0339004000075076ZY;1;3,45
ES0339004000075077ZF;1;4,6
ES0339004000075078ZP;1;3,45
ES0339004000075079ZD;1;10,39
ES0339004000075081ZB;1;4,6
ES0339004000075082ZN;1;3,45
ES0339004000075083ZJ;1;4,6
ES0339004000075084ZZ;1;4,6
ES0339004000075087ZV;1;4,6
ES0339004000076005PS;1;3,45
ES0339004000076008PH;1;3,45
ES0339004000076009PL;1;3,45
ES0339004000076010PC;1;4,6
